id_planta,comprimento_sepala,largura_sepala,comprimento_petala,largura_petala,cidade_origem,classe
14287,5.1,8.6,3.2,0.8,Campinas,Iris-versicolor
14288,18.7,2.0,6.2,0.1,Campinas,Iris-versicolor
14289,3.2,14.7,9.5,2.8,Sorocaba,Iris-versicolor
14290,5.2,11.2,5.4,0.9,Campinas,Iris-versicolor
14291,15.4,12.8,5.6,1.1,Sorocaba,Iris-versicolor
14292,6.3,11.2,3.4,1.0,Campinas,Iris-versicolor
14293,11.4,18.1,9.4,2.8,Campinas,Iris-versicolor
14294,9.6,10.8,8.3,2.3,São Paulo,Iris-versicolor
14295,5.2,18.6,4.5,1.8,Campinas,Iris-versicolor
14296,16.5,13.0,2.4,2.8,Campinas,Iris-versicolor
14297,8.8,19.2,6.7,2.1,São Paulo,Iris-versicolor
14298,3.8,22.5,4.4,2.6,Sorocaba,Iris-versicolor
14299,11.6,14.2,3.4,0.0,Sorocaba,Iris-versicolor
14300,4.1,21.8,1.8,1.1,Campinas,Iris-versicolor
14301,14.2,20.8,1.2,2.7,Sorocaba,Iris-versicolor
14302,9.0,16.9,7.7,2.9,Sorocaba,Iris-versicolor
14303,15.9,13.6,5.6,2.8,São Paulo,Iris-versicolor
14304,4.6,16.0,6.5,2.5,Campinas,Iris-versicolor
14305,13.4,5.7,3.7,0.5,São Paulo,Iris-versicolor
14306,13.7,3.2,2.4,2.8,São Paulo,Iris-versicolor
14307,12.0,7.1,2.5,1.5,Campinas,Iris-versicolor
14308,18.9,5.3,8.8,2.0,Sorocaba,Iris-versicolor
14309,15.8,18.5,6.5,2.2,Sorocaba,Iris-versicolor
14310,5.1,23.4,5.3,2.3,Campinas,Iris-versicolor
14311,5.5,16.2,8.0,2.1,Sorocaba,Iris-versicolor
14312,9.4,12.5,5.5,2.1,Sorocaba,Iris-versicolor
14313,9.1,21.5,5.4,0.4,Sorocaba,Iris-versicolor
14314,10.8,3.9,5.1,1.8,Campinas,Iris-versicolor
14315,13.8,5.2,1.9,0.6,São Paulo,Iris-versicolor
14316,17.3,20.0,5.0,0.5,Campinas,Iris-versicolor
14317,5.2,3.0,6.0,1.4,Sorocaba,Iris-versicolor
14318,11.1,24.1,6.7,2.9,Campinas,Iris-versicolor
14319,4.3,12.4,6.4,1.9,Campinas,Iris-versicolor
14320,17.3,2.9,9.5,0.5,São Paulo,Iris-versicolor
14321,5.8,5.0,2.1,1.4,Campinas,Iris-versicolor
14322,5.5,15.4,2.9,1.6,Sorocaba,Iris-versicolor
14323,12.7,12.1,5.2,0.9,Campinas,Iris-versicolor
14324,17.4,3.6,9.3,2.3,Campinas,Iris-versicolor
14325,6.7,21.0,3.7,2.3,São Paulo,Iris-versicolor
14326,9.6,19.1,9.5,2.8,São Paulo,Iris-versicolor
14327,7.3,16.7,1.7,0.0,Campinas,Iris-versicolor
14328,9.7,9.1,9.6,2.2,Sorocaba,Iris-versicolor
14329,12.8,9.7,2.2,0.5,Campinas,Iris-versicolor
14330,13.1,20.1,5.5,0.6,Campinas,Iris-versicolor
14331,13.7,13.5,4.2,2.0,Campinas,Iris-versicolor
14332,4.2,7.3,4.6,2.3,Campinas,Iris-versicolor
14333,6.3,23.0,7.1,0.9,Campinas,Iris-versicolor
14334,9.8,5.5,9.6,2.4,Sorocaba,Iris-versicolor
14335,3.2,12.4,5.3,1.7,Campinas,Iris-versicolor
14336,17.1,3.3,5.2,1.0,Campinas,Iris-versicolor
14337,17.7,24.3,5.5,2.4,São Paulo,Iris-versicolor
14338,14.8,21.1,9.4,0.4,Sorocaba,Iris-versicolor
14339,16.6,2.9,1.1,2.7,São Paulo,Iris-versicolor
14340,15.4,17.5,7.8,1.9,Sorocaba,Iris-versicolor
14341,10.8,4.6,3.7,0.0,São Paulo,Iris-versicolor
14342,10.3,20.2,5.9,0.4,Sorocaba,Iris-versicolor
14343,15.1,8.3,6.9,0.1,Campinas,Iris-versicolor
14344,4.5,23.4,9.0,1.8,Sorocaba,Iris-versicolor
14345,16.2,2.1,7.4,1.2,São Paulo,Iris-versicolor
14346,8.7,19.0,5.4,1.8,São Paulo,Iris-versicolor
14347,18.1,10.6,2.1,1.8,Campinas,Iris-versicolor
14348,8.9,5.4,6.0,2.9,São Paulo,Iris-versicolor
14349,5.5,15.1,6.6,2.9,Campinas,Iris-versicolor
14350,7.0,18.0,2.9,2.5,Campinas,Iris-versicolor
14351,5.1,24.3,6.7,1.9,Campinas,Iris-versicolor
14352,12.2,9.8,8.8,1.1,São Paulo,Iris-versicolor
14353,11.2,-158.4,1.2,1.9,Sorocaba,Iris-versicolor
14354,5.2,6.8,4.8,1.1,São Paulo,Iris-versicolor
14355,3.6,7.9,2.0,2.4,Campinas,Iris-versicolor
14356,13.5,17.9,8.6,1.8,Campinas,Iris-versicolor
14357,5.7,4.6,6.3,0.8,Campinas,Iris-versicolor
14358,14.0,17.1,2.2,2.1,Campinas,Iris-versicolor
14359,12.3,14.4,5.2,2.5,São Paulo,Iris-versicolor
14360,9.2,9.2,4.4,0.6,Sorocaba,Iris-versicolor
14361,9.6,16.5,9.7,0.6,São Paulo,Iris-versicolor
14362,12.2,6.5,7.2,1.5,Sorocaba,Iris-versicolor
14363,16.4,5.3,7.0,0.0,São Paulo,Iris-versicolor
14364,18.2,2.4,8.1,1.2,São Paulo,Iris-versicolor
14365,11.8,2.6,4.6,1.7,Campinas,Iris-versicolor
14366,18.6,18.0,1.7,0.3,São Paulo,Iris-versicolor
14367,14.3,8.2,9.9,0.0,Campinas,Iris-versicolor
14368,9.1,5.5,5.0,1.6,Campinas,Iris-versicolor
14369,14.4,6.1,5.0,2.0,Sorocaba,Iris-versicolor
14370,9.3,24.1,9.2,0.0,Sorocaba,Iris-versicolor
14371,8.7,18.4,1.9,0.3,São Paulo,Iris-versicolor
14372,16.1,21.1,4.6,0.9,São Paulo,Iris-versicolor
14373,5.1,24.9,1.4,2.7,Campinas,Iris-versicolor
14374,9.7,10.8,3.3,0.5,Campinas,Iris-versicolor
14375,14.0,7.1,7.2,0.4,São Paulo,Iris-versicolor
14376,13.2,2.5,1.6,0.4,Campinas,Iris-versicolor
14377,19.2,10.8,4.6,2.4,Sorocaba,Iris-versicolor
14378,16.7,20.9,5.7,1.7,Campinas,Iris-versicolor
14379,15.1,19.6,5.4,0.8,São Paulo,Iris-versicolor
14380,12.4,5.8,7.8,2.2,Sorocaba,Iris-versicolor
14381,16.0,13.3,3.3,0.2,Campinas,Iris-versicolor
14382,10.9,21.0,3.8,2.1,Sorocaba,Iris-versicolor
14383,11.2,14.2,3.3,1.1,Sorocaba,Iris-versicolor
14384,15.7,2.9,7.2,1.8,São Paulo,Iris-versicolor
14385,4.7,22.1,6.8,2.0,Campinas,Iris-versicolor
14386,5.9,6.2,3.7,0.0,Campinas,Iris-versicolor
14387,3.1,13.0,5.8,0.2,Sorocaba,Iris-versicolor
14388,14.3,16.5,2.9,1.3,São Paulo,Iris-versicolor
14389,19.2,17.2,9.6,0.7,São Paulo,Iris-versicolor
14390,14.9,11.0,2.2,0.7,Campinas,Iris-versicolor
14391,16.2,21.4,4.5,2.8,Campinas,Iris-versicolor
14392,3.3,24.8,2.6,2.0,São Paulo,Iris-versicolor
14393,11.4,8.7,4.1,1.1,Sorocaba,Iris-versicolor
14394,10.8,20.9,6.3,1.3,Sorocaba,Iris-versicolor
14395,14.2,19.4,8.5,0.9,São Paulo,Iris-versicolor
14396,19.9,6.0,5.4,0.2,Sorocaba,Iris-versicolor
14397,12.0,23.9,6.0,0.5,Sorocaba,Iris-versicolor
14398,16.1,7.2,6.5,0.7,São Paulo,Iris-versicolor
14399,4.6,22.7,6.6,0.3,São Paulo,Iris-versicolor
14400,10.7,5.7,4.9,2.4,Campinas,Iris-versicolor
14401,11.2,24.0,2.5,1.6,São Paulo,Iris-versicolor
14402,12.3,3.9,3.7,2.5,São Paulo,Iris-versicolor
14403,4.4,23.3,5.0,2.7,São Paulo,Iris-versicolor
14404,11.3,13.5,6.7,1.9,São Paulo,Iris-versicolor
14405,8.3,17.4,4.5,0.7,Campinas,Iris-versicolor
14406,10.4,17.0,9.7,2.8,Sorocaba,Iris-versicolor
14407,13.2,15.8,9.5,0.6,São Paulo,Iris-versicolor
14408,13.3,9.5,9.2,2.9,Campinas,Iris-versicolor
14409,6.5,21.6,3.3,1.2,Campinas,Iris-versicolor
14410,18.2,13.8,6.2,0.9,São Paulo,Iris-versicolor
14411,14.6,23.0,6.9,1.5,Sorocaba,Iris-versicolor
14412,5.5,16.5,3.6,1.6,São Paulo,Iris-versicolor
14413,6.3,20.3,4.3,11.9,São Paulo,Iris-versicolor
14414,13.5,18.2,9.4,1.9,Campinas,Iris-versicolor
14415,14.6,16.0,1.9,0.7,Campinas,Iris-versicolor
14416,7.2,17.4,4.2,1.6,São Paulo,Iris-versicolor
14417,7.9,17.2,3.8,2.8,Campinas,Iris-versicolor
14418,16.8,11.5,3.4,0.6,Campinas,Iris-versicolor
14419,3.0,7.3,7.7,2.0,Sorocaba,Iris-versicolor
14420,27.4,7.1,4.5,2.0,Sorocaba,Iris-versicolor
14421,8.9,11.0,5.5,2.6,Campinas,Iris-versicolor
14422,19.7,23.4,3.1,0.8,Sorocaba,Iris-versicolor
14423,7.9,18.5,4.3,0.3,Sorocaba,Iris-versicolor
14424,17.5,24.8,7.5,0.5,Campinas,Iris-versicolor
14425,16.4,13.2,7.0,2.6,Campinas,Iris-versicolor
14426,11.6,2.9,2.6,0.3,Campinas,Iris-versicolor
14427,6.8,18.2,7.3,2.5,Campinas,Iris-versicolor
14428,17.9,23.7,3.0,2.8,São Paulo,Iris-versicolor
14429,11.9,11.6,8.8,2.3,São Paulo,Iris-versicolor
14430,17.2,5.3,5.2,2.5,Sorocaba,Iris-versicolor
14431,5.0,9.2,2.4,0.9,Sorocaba,Iris-versicolor
14432,11.0,4.9,1.3,2.3,Campinas,Iris-versicolor
14433,9.1,17.3,1.1,0.4,Campinas,Iris-versicolor
14434,4.6,22.9,9.1,0.7,Sorocaba,Iris-versicolor
14435,15.9,18.3,8.9,0.6,São Paulo,Iris-versicolor
14436,13.4,18.7,7.5,2.4,Campinas,Iris-versicolor
14437,19.2,5.7,5.8,1.8,Campinas,Iris-versicolor
14438,9.1,18.3,5.3,0.4,Sorocaba,Iris-versicolor
14439,15.5,7.2,4.0,1.5,Sorocaba,Iris-versicolor
14440,6.9,6.1,9.8,0.4,Campinas,Iris-versicolor
14441,14.3,8.7,9.7,0.2,Campinas,Iris-versicolor
14442,10.8,2.4,2.9,1.6,Campinas,Iris-versicolor
14443,14.1,8.7,9.0,1.3,Sorocaba,Iris-versicolor
14444,15.3,9.3,4.2,0.0,Sorocaba,Iris-versicolor
14445,14.5,17.8,8.4,0.7,Campinas,Iris-versicolor
14446,10.2,4.5,7.2,0.7,Campinas,Iris-versicolor
14447,18.2,7.1,8.8,2.3,Sorocaba,Iris-versicolor
14448,8.6,17.2,8.5,2.0,Sorocaba,Iris-versicolor
14449,17.5,5.0,9.2,1.1,Campinas,Iris-versicolor
14450,10.9,13.1,4.9,1.7,Sorocaba,Iris-versicolor
14451,17.2,6.3,7.1,1.0,Sorocaba,Iris-versicolor
14452,10.4,21.1,4.0,0.3,São Paulo,Iris-versicolor
14453,14.2,21.9,4.8,1.2,Campinas,Iris-versicolor
14454,16.7,19.0,7.9,1.8,Campinas,Iris-versicolor
14455,7.5,19.8,5.0,1.3,Campinas,Iris-versicolor
14456,3.8,3.9,3.6,2.6,São Paulo,Iris-versicolor
14457,16.1,18.3,7.5,0.6,Sorocaba,Iris-versicolor
14458,10.7,19.4,3.4,0.0,Campinas,Iris-versicolor
14459,7.5,5.5,7.2,2.4,Campinas,Iris-versicolor
14460,15.4,12.1,9.5,0.0,São Paulo,Iris-versicolor
14461,19.6,4.9,7.8,1.8,Campinas,Iris-versicolor
14462,11.3,17.1,7.2,0.1,Campinas,Iris-versicolor
14463,3.7,2.2,3.1,0.9,Sorocaba,Iris-versicolor
14464,12.8,12.8,6.5,0.7,Campinas,Iris-versicolor
14465,4.1,20.2,7.2,1.4,São Paulo,Iris-versicolor
14466,6.8,20.7,1.9,0.8,São Paulo,Iris-versicolor
14467,8.0,17.8,4.2,1.8,Campinas,Iris-versicolor
14468,15.5,19.5,1.6,2.2,São Paulo,Iris-versicolor
14469,16.2,3.6,2.7,0.9,São Paulo,Iris-versicolor
14470,17.9,8.2,7.9,2.4,Campinas,Iris-versicolor
14471,6.4,2.1,7.4,1.4,São Paulo,Iris-versicolor
14472,18.6,11.4,1.9,1.0,Sorocaba,Iris-versicolor
14473,12.6,4.5,2.4,2.5,São Paulo,Iris-versicolor
14474,9.5,2.3,2.6,2.1,Sorocaba,Iris-versicolor
14475,5.9,22.3,8.6,2.9,Campinas,Iris-versicolor
14476,13.5,16.9,5.5,2.3,Campinas,Iris-versicolor
14477,12.6,24.0,9.3,0.3,Sorocaba,Iris-versicolor
14478,19.7,6.8,5.0,2.3,São Paulo,Iris-versicolor
14479,18.9,5.7,8.0,1.7,Sorocaba,Iris-versicolor
14480,19.5,12.6,5.0,1.7,Sorocaba,Iris-versicolor
14481,16.1,9.8,8.2,1.4,São Paulo,Iris-versicolor
14482,19.3,18.9,6.2,2.9,Campinas,Iris-versicolor
14483,9.6,17.3,5.2,1.8,Campinas,Iris-versicolor
14484,15.0,13.8,8.9,1.3,Sorocaba,Iris-versicolor
14485,9.2,6.9,1.2,2.5,Campinas,Iris-versicolor
14486,7.3,12.0,9.9,0.3,Campinas,Iris-versicolor
14487,5.4,18.8,6.4,2.6,Sorocaba,Iris-versicolor
14488,17.4,16.9,5.8,2.1,Sorocaba,Iris-versicolor
14489,11.9,2.6,4.2,2.5,São Paulo,Iris-versicolor
14490,8.3,11.9,6.1,2.4,Campinas,Iris-versicolor
14491,17.5,9.1,5.5,2.1,Sorocaba,Iris-versicolor
14492,12.8,10.0,3.0,0.0,Campinas,Iris-versicolor
14493,19.0,23.7,7.6,1.0,Sorocaba,Iris-versicolor
14494,12.3,8.0,5.3,0.8,Sorocaba,Iris-versicolor
14495,6.1,19.8,5.8,2.2,Campinas,Iris-versicolor
14496,15.9,8.3,5.3,2.2,Sorocaba,Iris-versicolor
14497,4.0,4.5,4.8,0.2,Sorocaba,Iris-versicolor
14498,8.7,21.8,1.1,1.8,Sorocaba,Iris-versicolor
14499,8.1,3.4,4.4,0.0,Sorocaba,Iris-versicolor
14500,11.0,13.5,6.8,2.9,Campinas,Iris-versicolor
14501,6.6,21.6,2.7,1.8,Sorocaba,Iris-versicolor
14502,11.0,8.0,2.2,2.6,São Paulo,Iris-versicolor
14503,13.3,9.8,6.4,1.9,Campinas,Iris-versicolor
14504,18.5,6.1,9.3,1.4,Campinas,Iris-versicolor
14505,8.9,6.1,3.9,1.4,São Paulo,Iris-versicolor
14506,19.7,3.9,5.4,1.0,Campinas,Iris-versicolor
14507,14.1,7.2,9.9,2.1,Campinas,Iris-versicolor
14508,16.8,10.2,9.6,2.7,Sorocaba,Iris-versicolor
14509,4.4,23.4,9.3,1.5,São Paulo,Iris-versicolor
14510,4.2,5.7,7.3,0.3,Campinas,Iris-versicolor
14511,11.4,10.9,9.6,0.4,São Paulo,Iris-versicolor
14512,4.8,16.7,9.7,1.6,Campinas,Iris-versicolor
14513,19.3,12.3,2.2,1.7,São Paulo,Iris-versicolor
14514,8.9,9.9,9.1,0.5,Campinas,Iris-versicolor
14515,13.7,19.3,2.1,2.4,São Paulo,Iris-versicolor
14516,17.9,22.4,3.8,1.3,São Paulo,Iris-versicolor
14517,7.7,22.9,5.5,1.5,São Paulo,Iris-versicolor
14518,19.8,11.1,1.8,1.2,São Paulo,Iris-versicolor
14519,18.6,20.6,6.8,2.9,São Paulo,Iris-versicolor
14520,14.6,23.5,9.2,2.6,Sorocaba,Iris-versicolor
14521,15.6,13.4,1.9,0.1,São Paulo,Iris-versicolor
14522,4.5,18.3,9.7,2.9,Campinas,Iris-versicolor
14523,10.5,21.2,5.6,1.1,São Paulo,Iris-versicolor
14524,5.9,21.2,2.8,0.9,São Paulo,Iris-versicolor
14525,13.2,19.0,4.2,1.5,Sorocaba,Iris-versicolor
14526,16.5,2.8,6.2,1.8,Sorocaba,Iris-versicolor
14527,11.8,16.5,1.5,0.4,São Paulo,Iris-versicolor
14528,16.7,3.3,5.9,0.2,São Paulo,Iris-versicolor
14529,19.6,3.3,3.6,2.0,São Paulo,Iris-versicolor
14530,9.5,24.2,5.0,1.8,Campinas,Iris-versicolor
14531,4.9,44.400000000000006,8.0,0.7,Sorocaba,Iris-versicolor
14532,18.8,16.2,4.3,0.1,Campinas,Iris-versicolor
14533,15.4,9.6,3.2,2.0,Campinas,Iris-versicolor
14534,19.8,20.0,7.7,0.0,Sorocaba,Iris-versicolor
14535,15.2,20.7,2.3,0.6,Sorocaba,Iris-versicolor
14536,13.5,2.6,5.3,2.9,Campinas,Iris-versicolor
14537,3.5,17.2,5.6,2.3,Sorocaba,Iris-versicolor
14538,6.4,16.4,1.1,1.9,Campinas,Iris-versicolor
14539,17.6,23.4,5.8,2.8,Campinas,Iris-versicolor
14540,6.8,23.8,5.5,2.4,São Paulo,Iris-versicolor
14541,4.7,10.4,5.3,2.6,Campinas,Iris-versicolor
14542,5.8,4.1,6.0,2.5,Sorocaba,Iris-versicolor
14543,10.7,6.4,8.8,0.3,Sorocaba,Iris-versicolor
14544,3.4,16.6,3.0,1.1,Campinas,Iris-versicolor
14545,19.7,5.1,8.2,0.2,Campinas,Iris-versicolor
14546,13.2,16.9,8.3,0.7,Sorocaba,Iris-versicolor
14547,14.5,4.7,1.8,0.4,Campinas,Iris-versicolor
14548,11.9,12.7,7.9,1.3,São Paulo,Iris-versicolor
14549,16.5,11.6,7.8,2.4,São Paulo,Iris-versicolor
14550,7.0,8.1,9.5,2.8,Campinas,Iris-versicolor
14551,3.8,12.2,6.8,0.8,São Paulo,Iris-versicolor
14552,17.0,3.5,1.7,0.1,Sorocaba,Iris-versicolor
14553,17.6,19.5,4.5,2.8,Sorocaba,Iris-versicolor
14554,17.9,3.5,6.9,1.0,Campinas,Iris-versicolor
14555,4.0,16.2,6.1,1.9,Campinas,Iris-versicolor
14556,3.1,3.8,4.5,0.3,Sorocaba,Iris-versicolor
14557,19.0,7.3,9.5,1.5,São Paulo,Iris-versicolor
14558,11.6,13.8,6.2,1.1,São Paulo,Iris-versicolor
14559,7.9,24.5,7.4,1.1,Sorocaba,Iris-versicolor
14560,5.0,22.5,4.6,1.9,Campinas,Iris-versicolor
14561,18.0,20.5,7.8,1.6,Campinas,Iris-versicolor
14562,5.1,10.4,4.1,2.2,São Paulo,Iris-versicolor
14563,4.4,4.0,2.5,1.0,Sorocaba,Iris-versicolor
14564,7.7,10.2,8.9,1.1,São Paulo,Iris-versicolor
14565,4.6,9.4,4.6,0.1,Sorocaba,Iris-versicolor
14566,14.7,16.7,3.2,2.7,Sorocaba,Iris-versicolor
14567,4.5,4.0,7.5,1.5,Campinas,Iris-versicolor
14568,9.0,11.5,5.9,1.0,Campinas,Iris-versicolor
14569,5.7,15.5,3.3,0.6,Sorocaba,Iris-versicolor
14570,18.8,16.7,8.9,2.8,São Paulo,Iris-versicolor
14571,19.7,13.6,6.8,1.8,São Paulo,Iris-versicolor
14572,16.4,21.2,9.7,1.0,Sorocaba,Iris-versicolor
14573,3.1,5.0,1.7,2.5,São Paulo,Iris-versicolor
14574,5.4,24.4,2.4,1.8,Campinas,Iris-versicolor
14575,13.4,18.6,1.9,0.5,Campinas,Iris-versicolor
14576,5.5,22.0,2.8,2.6,Sorocaba,Iris-versicolor
14577,5.8,8.6,6.9,0.8,Campinas,Iris-versicolor
14578,16.3,6.9,1.3,2.9,São Paulo,Iris-versicolor
14579,18.0,9.0,5.1,0.0,Sorocaba,Iris-versicolor
14580,6.1,23.1,1.6,0.3,Sorocaba,Iris-versicolor
14581,11.8,9.3,6.9,0.0,Campinas,Iris-versicolor
14582,8.4,14.7,7.7,0.1,São Paulo,Iris-versicolor
14583,13.6,15.5,1.6,2.7,São Paulo,Iris-versicolor
14584,11.6,20.3,1.0,1.1,Campinas,Iris-versicolor
14585,19.1,17.3,3.8,0.7,Campinas,Iris-versicolor
14586,4.8,8.6,3.1,1.0,São Paulo,Iris-versicolor
14587,17.3,23.6,5.9,2.2,São Paulo,Iris-versicolor
14588,17.2,10.7,7.6,0.9,Campinas,Iris-versicolor
14589,14.5,6.8,2.0,1.9,Campinas,Iris-versicolor
14590,12.3,5.5,8.5,2.5,São Paulo,Iris-versicolor
14591,18.5,2.7,8.2,0.2,Sorocaba,Iris-versicolor
14592,8.5,9.4,1.4,2.1,Campinas,Iris-versicolor
14593,15.9,9.1,7.4,0.9,Sorocaba,Iris-versicolor
14594,18.2,5.9,9.0,0.1,Campinas,Iris-versicolor
14595,8.5,23.6,5.2,1.4,São Paulo,Iris-versicolor
14596,11.9,21.6,3.6,0.2,Sorocaba,Iris-versicolor
14597,7.0,19.3,6.8,0.4,São Paulo,Iris-versicolor
14598,6.6,13.8,9.6,2.1,São Paulo,Iris-versicolor
14599,12.4,17.7,4.7,1.0,São Paulo,Iris-versicolor
14600,9.4,22.2,3.8,0.3,Campinas,Iris-versicolor
14601,8.6,23.5,3.5,0.0,Campinas,Iris-versicolor
14602,15.7,5.4,2.2,2.0,Sorocaba,Iris-versicolor
14603,10.6,14.1,2.5,2.3,Campinas,Iris-versicolor
14604,8.9,4.6,8.4,0.6,São Paulo,Iris-versicolor
14605,16.5,19.1,8.5,1.9,Sorocaba,Iris-versicolor
14606,16.9,23.0,7.9,1.3,Sorocaba,Iris-versicolor
14607,9.7,8.5,4.4,1.1,Sorocaba,Iris-versicolor
14608,17.3,6.9,6.1,2.0,Sorocaba,Iris-versicolor
14609,17.6,8.0,6.2,1.9,Campinas,Iris-versicolor
14610,3.3,13.3,1.2,2.0,São Paulo,Iris-versicolor
14611,10.4,13.9,9.1,0.2,São Paulo,Iris-versicolor
14612,6.8,14.3,9.3,0.9,Campinas,Iris-versicolor
14613,8.7,6.2,2.6,0.4,Sorocaba,Iris-versicolor
14614,14.5,6.8,2.0,1.9,Campinas,Iris-versicolor
14615,12.4,12.0,4.7,1.7,Campinas,Iris-versicolor
14616,12.3,13.2,1.9,0.7,São Paulo,Iris-versicolor
14617,5.5,2.8,6.4,2.3,São Paulo,Iris-versicolor
14618,13.2,21.2,6.6,1.3,Sorocaba,Iris-versicolor
14619,9.1,20.8,2.9,1.9,São Paulo,Iris-versicolor
14620,8.1,21.9,6.2,2.4,Sorocaba,Iris-versicolor
14621,4.2,10.9,5.2,1.5,São Paulo,Iris-versicolor
14622,15.5,5.7,1.3,0.5,São Paulo,Iris-versicolor
14623,18.0,20.4,3.9,0.2,São Paulo,Iris-versicolor
14624,14.4,13.4,8.7,1.4,São Paulo,Iris-versicolor
14625,18.8,13.2,8.1,1.8,Campinas,Iris-versicolor
14626,17.3,10.5,2.2,2.4,Campinas,Iris-versicolor
14627,15.3,11.1,1.5,1.9,Campinas,Iris-versicolor
14628,17.9,9.3,6.3,1.6,São Paulo,Iris-versicolor
14629,13.8,14.8,9.3,1.6,Sorocaba,Iris-versicolor
14630,12.5,4.2,6.0,1.4,Sorocaba,Iris-versicolor
14631,11.4,17.8,1.5,2.7,São Paulo,Iris-versicolor
14632,15.2,9.9,1.1,0.8,Campinas,Iris-versicolor
14633,17.9,18.6,8.9,2.0,Sorocaba,Iris-versicolor
14634,6.2,14.9,6.3,2.0,Campinas,Iris-versicolor
14635,8.7,23.2,6.7,2.1,São Paulo,Iris-versicolor
14636,10.3,8.7,2.8,0.9,São Paulo,Iris-versicolor
14637,13.6,19.1,9.8,1.8,São Paulo,Iris-versicolor
14638,11.2,17.3,9.2,0.6,Campinas,Iris-versicolor
14639,8.9,7.4,8.8,2.9,Sorocaba,Iris-versicolor
14640,16.9,6.2,4.5,2.2,Sorocaba,Iris-versicolor
14641,17.9,22.8,2.0,0.1,Campinas,Iris-versicolor
14642,6.7,21.4,2.7,1.8,São Paulo,Iris-versicolor
14643,5.5,22.4,1.8,1.3,São Paulo,Iris-versicolor
14644,13.4,3.3,9.6,2.2,Campinas,Iris-versicolor
14645,19.8,23.7,5.1,0.0,Campinas,Iris-versicolor
14646,4.8,23.4,1.2,1.0,Sorocaba,Iris-versicolor
14647,16.1,9.5,5.7,2.3,Campinas,Iris-versicolor
14648,3.3,11.0,2.2,1.6,Sorocaba,Iris-versicolor
14649,9.6,12.2,7.8,1.5,São Paulo,Iris-versicolor
14650,14.7,16.7,8.9,1.5,São Paulo,Iris-versicolor
14651,13.7,13.8,5.5,1.5,Sorocaba,Iris-versicolor
14652,8.7,5.7,7.8,2.3,São Paulo,Iris-versicolor
14653,10.9,3.5,8.0,0.7,Campinas,Iris-versicolor
14654,7.5,18.6,8.3,1.9,Sorocaba,Iris-versicolor
14655,11.0,13.4,4.6,1.3,Sorocaba,Iris-versicolor
14656,4.4,17.9,2.0,0.5,Campinas,Iris-versicolor
14657,9.8,23.3,7.6,0.9,Sorocaba,Iris-versicolor
14658,15.6,3.6,9.4,2.3,Campinas,Iris-versicolor
14659,6.7,14.8,4.2,2.0,Sorocaba,Iris-versicolor
14660,18.6,16.9,1.7,2.5,São Paulo,Iris-versicolor
14661,17.2,21.4,9.0,0.4,Sorocaba,Iris-versicolor
14662,16.1,15.7,3.3,0.2,Campinas,Iris-versicolor
14663,9.2,24.3,3.0,1.8,São Paulo,Iris-versicolor
14664,10.3,3.2,6.2,0.6,São Paulo,Iris-versicolor
14665,5.0,19.4,3.2,1.7,Campinas,Iris-versicolor
14666,12.4,15.9,5.0,2.7,Sorocaba,Iris-versicolor
14667,13.1,20.7,1.1,0.9,Campinas,Iris-versicolor
14668,17.2,18.9,4.6,1.3,Sorocaba,Iris-versicolor
14669,17.5,12.3,2.4,0.4,Sorocaba,Iris-versicolor
14670,3.3,13.4,8.7,1.7,Sorocaba,Iris-versicolor
14671,17.4,2.2,2.0,1.6,Sorocaba,Iris-versicolor
14672,17.6,2.5,5.2,0.5,São Paulo,Iris-versicolor
14673,13.2,18.1,1.3,2.5,Sorocaba,Iris-versicolor
14674,10.8,3.6,9.4,0.0,Sorocaba,Iris-versicolor
14675,7.4,8.6,6.6,1.2,Sorocaba,Iris-versicolor
14676,7.1,21.8,2.4,0.2,São Paulo,Iris-versicolor
14677,18.1,11.4,3.6,1.6,Sorocaba,Iris-versicolor
14678,8.9,3.1,9.1,0.6,Campinas,Iris-versicolor
14679,17.4,5.6,9.1,0.3,São Paulo,Iris-versicolor
14680,13.8,22.7,6.5,0.1,Campinas,Iris-versicolor
14681,9.2,4.5,6.0,0.0,Campinas,Iris-versicolor
14682,16.1,14.0,5.1,0.9,São Paulo,Iris-versicolor
14683,6.6,9.3,8.0,0.6,Sorocaba,Iris-versicolor
14684,7.2,20.6,4.0,2.6,Campinas,Iris-versicolor
14685,18.8,22.4,8.9,1.4,Sorocaba,Iris-versicolor
14686,6.4,11.6,9.3,2.6,São Paulo,Iris-versicolor
14687,15.1,13.0,1.8,0.5,São Paulo,Iris-versicolor
14688,14.1,21.9,4.9,0.4,Sorocaba,Iris-versicolor
14689,17.7,15.6,4.3,0.4,Campinas,Iris-versicolor
14690,10.8,17.6,6.9,0.3,São Paulo,Iris-versicolor
14691,18.4,12.1,3.9,1.3,Campinas,Iris-versicolor
14692,9.7,18.6,7.1,2.5,Sorocaba,Iris-versicolor
14693,15.8,23.8,6.9,2.1,Campinas,Iris-versicolor
14694,15.1,11.9,3.8,0.9,Campinas,Iris-versicolor
14695,4.0,5.7,2.4,2.5,Sorocaba,Iris-versicolor
14696,16.5,8.6,2.6,2.4,Sorocaba,Iris-versicolor
14697,16.9,5.7,3.4,0.0,São Paulo,Iris-versicolor
